,SLC2A2,ARG2,CLTRN,PCOLCE2,IAPP,PPP1R1A,GABRA2,OPRD1,CHL1,GLRA1,GLP1R,PDX1,NKX6-1,SLC30A8
GSE164416_DP126,9.160466108708386,7.587105444270739,8.090867943158237,4.811313256864834,15.69686777802915,8.975083772175408,0.0,7.172384408595931,8.606164416209396,7.189751328473996,7.297809810524717,8.529803844102938,9.45431238416845,15.391639958291416
GSE164416_DP129,8.43913045557735,7.695177269690884,8.015712416279614,5.839153414456532,15.974709198263216,8.920580824279712,0.0,5.3519934118812085,8.79172222735592,5.970774449635143,6.680308754217189,8.140778683233105,8.747827124296954,14.881436155415338
GSE164416_DP132,9.030833003975529,9.232805270209552,9.935363934284654,2.2873209782236903,16.809115317892473,9.552856485699024,6.086521974484551,7.374719909428857,8.887437419110967,7.323198974288308,7.269769787588681,8.72489517114913,9.223467866952925,14.79925630009926
GSE164416_DP139,8.403621197749606,6.8800088495522225,8.671578079709716,5.3477613586454975,15.677541913151586,9.394694419816174,3.28377279708583,6.850516662203303,7.34228954208717,5.882524300264346,7.053973309313596,8.473001459167651,9.16839699104741,14.364962900571523
GSE164416_DP143,7.261171171533808,6.6235979396277695,7.90099186080494,2.1455987239698597,13.174901972516327,8.625150760099181,0.0,5.561761142549681,6.789106775828041,2.6175659740631345,4.179812983043345,6.188241251651465,8.232019703127676,14.355622741177092
GSE164416_DP146,9.551344302666465,9.708830119389107,10.66439744126431,3.2711587969504317,17.136495712700135,10.58533983355438,5.31990555979057,8.436492406216557,10.458724201370982,6.808158642141341,7.956325515520757,9.857548861242767,10.495224448570593,15.643166533754323
GSE164416_DP147,10.753030843271274,9.24742115418628,10.108466355531109,1.0523871346379186,17.683417355771137,10.844347407956825,4.003190342908148,7.672271064385745,9.670763626464408,6.291401387537733,7.459884528736263,8.455781420542593,8.602509863681378,15.714796987172589
GSE164416_DP150,8.178265858968647,8.462773868451578,9.4349248742025,5.838128762717917,17.682221111549733,10.065706174092906,0.7603640167182075,6.952141120140419,9.718913841340113,6.647174471523768,7.583665319832719,8.945408264721339,9.756436030690674,15.097016810361264
GSE164416_DP157,7.856190157987524,8.4548409604892,8.864922203329659,6.777190914221956,15.850231006615422,9.921260577104048,0.0,5.2182981706107,7.111483011881449,5.862981217498706,6.101992227864019,7.964779595097826,9.27992361927424,14.906937368084012
GSE164416_DP161,7.414807246229118,7.849329823157613,8.460552420938397,5.305766867730919,14.8896210476044,9.29496951322361,2.8068093989891745,6.801193058233287,6.271501635128731,5.305766867730919,7.016972267976036,8.117565345296153,9.001376063755078,15.44275578308058
GSE164416_DP163,7.659036883156393,8.670376932574516,9.247780760066012,0.0,16.20927276283755,9.713524391473126,0.0,4.95083776492738,9.197188710138594,7.018923910346301,5.697035908116716,6.0882801517858445,7.422814325202759,15.80115457733254
GSE164416_DP166,7.06551634371331,8.655450546860692,8.869081768772473,5.052164028038212,16.835356639731753,9.165610925060616,1.4295301922696289,6.377455363173324,8.436679608035204,5.830064253692767,7.489235675467312,8.72061050006585,9.481492949755836,15.673959886914965
GSE164416_DP173,10.092762556514488,9.49802343384727,9.71216478116371,3.900419317379574,17.32072750709776,11.060122946081163,5.498943633293595,6.836432541610523,10.24094702045845,6.925401244087229,7.440008699745533,8.745789365083446,9.315298326607136,15.739546734100252
GSE164416_DP177,8.96835051385707,7.902686742681059,9.74083636250665,5.167125637115023,17.9632047740079,10.230076796749158,1.3518849450250787,6.114949456616461,8.820140272932656,7.136692368073906,7.244012076385802,8.643786472062772,9.42455401150053,15.861306766942008
GSE164416_DP179,8.267512857823633,7.24033550425276,9.200426750280103,2.600030907232601,16.46532662279122,10.427617822083915,4.57188808392932,7.848763712466816,9.506882656078329,6.966285167993329,7.816724466051324,9.585044997414467,9.801041126817466,15.69433686102523
GSE164416_DP181,9.6361687926837,9.798658084786746,10.06690141140136,3.5420444391042434,18.08919633346189,10.25807557721734,6.413089275487595,6.34600085645569,10.626454494142758,7.530794540301361,7.538326913748569,8.81740463965343,9.482611274058076,15.598663024903964
GSE164416_DP185,7.866062337518302,6.959729360513391,8.491528137360687,4.7067438397036545,14.210104113376683,8.466139516580743,1.033095817650027,4.970205520465373,7.05363016745053,5.922326752186701,6.293414681399027,7.984048207310483,8.001826147291158,13.670692270387605
GSE164416_DP187,7.917701999866571,7.911330745536679,9.57321968591165,3.2515799026618684,15.685779638718037,9.149369611995494,3.992509401281368,6.412363229990116,8.295814749725889,6.375808902211723,6.1777021499862865,8.487885867359461,8.809010034003503,13.78643957864472
